"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","1669.800000011921","survey-likert","127","342186","0.0-127.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","128","342186","0.0-128.0","","","","","","","","",""
"","null","html-keyboard-response","129","345192","0.0-129.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","130","348387","0.0-130.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_285807.bmppp51_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","131","351392","0.0-131.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","132","354527","0.0-132.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_285807.bmppp51_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","133","354527","0.0-133.0","","","","","","","","",""
"","3911.9000000059605","survey-likert","134","358439","0.0-134.0","","","","","","","{""judgement"":1}","[0]","0"
"","2182.9000000059605","survey-likert","135","360624","0.0-135.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","136","360624","0.0-136.0","","","","","","","","",""
"","null","html-keyboard-response","137","363628","0.0-137.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","138","366862","0.0-138.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713936.bmppp76_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","139","369866","0.0-139.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","140","372994","0.0-140.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713936.bmppp76_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","141","372994","0.0-141.0","","","","","","","","",""
"","4045.4000000059605","survey-likert","142","377040","0.0-142.0","","","","","","","{""judgement"":1}","[0]","0"
"","1545.9000000059605","survey-likert","143","378587","0.0-143.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","144","378588","0.0-144.0","","","","","","","","",""
"","null","html-keyboard-response","145","381593","0.0-145.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","146","384783","0.0-146.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713228.bmppp51_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","147","387788","0.0-147.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","148","390963","0.0-148.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713228.bmppp51_L1V1_freeview_veridical.mp4","","",""
"","","call-function","149","390963","0.0-149.0","","","","","","","","",""
"","3516.300000011921","survey-likert","150","394481","0.0-150.0","","","","","","","{""judgement"":1}","[0]","1"
"","1787.4000000059605","survey-likert","151","396271","0.0-151.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","152","396272","0.0-152.0","","","","","","","","",""
"","null","html-keyboard-response","153","399277","0.0-153.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","154","402443","0.0-154.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1592025.bmppp57_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","155","405448","0.0-155.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","156","408627","0.0-156.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1592025.bmppp57_L1V1_freeview_veridical.mp4","","",""
"","","call-function","157","408628","0.0-157.0","","","","","","","","",""
"","3838","survey-likert","158","412466","0.0-158.0","","","","","","","{""judgement"":0}","[0]","1"
"","1355.199999988079","survey-likert","159","413823","0.0-159.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","160","413823","0.0-160.0","","","","","","","","",""
"","null","html-keyboard-response","161","416828","0.0-161.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","162","420028","0.0-162.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1592836.bmppp68_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","163","423031","0.0-163.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","164","426370","0.0-164.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1592836.bmppp68_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","165","426371","0.0-165.0","","","","","","","","",""
"","3647.2999999821186","survey-likert","166","430019","0.0-166.0","","","","","","","{""judgement"":1}","[0]","0"
"","1478.9000000059605","survey-likert","167","431499","0.0-167.0","","","","","","","{""confidence"":1}","[0]",""
"[{""page_index"":0,""viewing_time"":103576.59999999404},{""page_index"":1,""viewing_time"":1101.7000000178814},{""page_index"":2,""viewing_time"":611.0999999940395}]","105289.59999999404","instructions","168","536790","0.0-168.0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":592.6999999880791},{""page_index"":1,""viewing_time"":671.9000000059605},{""page_index"":2,""viewing_time"":693.6999999880791}]","1958.699999988079","instructions","169","538749","0.0-169.0","","","","","","","","",""
"","","call-function","170","538750","0.0-170.0","","","","","","","","",""
"","null","html-keyboard-response","171","541755","0.0-171.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","172","544890","0.0-172.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1593056.bmppp51_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","173","547894","0.0-173.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","174","551040","0.0-174.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1593056.bmppp51_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","175","551040","0.0-175.0","","","","","","","","",""
"","3260.399999976158","survey-likert","176","554301","0.0-176.0","","","","","","","{""judgement"":0}","[0]","0"
"","1521.5999999940395","survey-likert","177","555824","0.0-177.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","178","555825","0.0-178.0","","","","","","","","",""
