"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","html-keyboard-response","121","347845","0.0-121.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","122","350935","0.0-122.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_286066.bmppp151_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","123","353940","0.0-123.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","124","357034","0.0-124.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_286066.bmppp151_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","125","357035","0.0-125.0","","","","","","","","",""
"","2834","survey-likert","126","359870","0.0-126.0","","","","","","","{""judgement"":0}","[0]","0"
"","2762","survey-likert","127","362634","0.0-127.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","128","362635","0.0-128.0","","","","","","","","",""
"","null","html-keyboard-response","129","365640","0.0-129.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","130","368714","0.0-130.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_498280.bmppp81_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","131","371715","0.0-131.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","132","374814","0.0-132.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_498280.bmppp81_L1V1_freeview_veridical.mp4","","",""
"","","call-function","133","374815","0.0-133.0","","","","","","","","",""
