"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","html-keyboard-response","108","341447","0.0-108.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","109","344567","0.0-109.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1592352.bmppp82_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","110","347571","0.0-110.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","111","350751","0.0-111.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1592352.bmppp82_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","112","350751","0.0-112.0","","","","","","","","",""
"","2325.2999999821186","survey-likert","113","353078","0.0-113.0","","","","","","","{""judgement"":1}","[0]","1"
"","2121.0999999940395","survey-likert","114","355201","0.0-114.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","115","355201","0.0-115.0","","","","","","","","",""
"","null","html-keyboard-response","116","358206","0.0-116.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","117","361355","0.0-117.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1591961.bmppp88_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","118","364360","0.0-118.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","119","367547","0.0-119.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1591961.bmppp88_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","120","367547","0.0-120.0","","","","","","","","",""
"","1743.699999988079","survey-likert","121","369299","0.0-121.0","","","","","","","{""judgement"":0}","[0]","1"
"","1261.5","survey-likert","122","370562","0.0-122.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","123","370562","0.0-123.0","","","","","","","","",""
"","null","html-keyboard-response","124","373568","0.0-124.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","125","376697","0.0-125.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498286.bmppp94_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","126","379702","0.0-126.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","127","382864","0.0-127.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498286.bmppp94_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","128","382864","0.0-128.0","","","","","","","","",""
"","1861.199999988079","survey-likert","129","384726","0.0-129.0","","","","","","","{""judgement"":0}","[0]","0"
"","1429.5999999940395","survey-likert","130","386157","0.0-130.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","131","386158","0.0-131.0","","","","","","","","",""
"","null","html-keyboard-response","132","389164","0.0-132.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","133","392292","0.0-133.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1159392.bmppp95_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","134","395295","0.0-134.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","135","398409","0.0-135.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1159392.bmppp95_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","136","398409","0.0-136.0","","","","","","","","",""
"","3136.4000000059605","survey-likert","137","401547","0.0-137.0","","","","","","","{""judgement"":0}","[0]","0"
"","1766.1000000238419","survey-likert","138","403314","0.0-138.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","139","403315","0.0-139.0","","","","","","","","",""
"","null","html-keyboard-response","140","406319","0.0-140.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","141","409463","0.0-141.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_713681.bmppp88_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","142","412468","0.0-142.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","143","415596","0.0-143.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_713681.bmppp88_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","144","415596","0.0-144.0","","","","","","","","",""
"","2550.199999988079","survey-likert","145","418147","0.0-145.0","","","","","","","{""judgement"":1}","[0]","1"
"","2577","survey-likert","146","420727","0.0-146.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","147","420728","0.0-147.0","","","","","","","","",""
"","null","html-keyboard-response","148","423733","0.0-148.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","149","426891","0.0-149.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1591859.bmppp61_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","150","429892","0.0-150.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","151","433042","0.0-151.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1591859.bmppp61_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","152","433042","0.0-152.0","","","","","","","","",""
"","3223.5","survey-likert","153","436266","0.0-153.0","","","","","","","{""judgement"":0}","[0]","1"
"","1980.199999988079","survey-likert","154","438248","0.0-154.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","155","438248","0.0-155.0","","","","","","","","",""
"","null","html-keyboard-response","156","441252","0.0-156.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
