"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","html-keyboard-response","158","420037","0.0-158.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","159","423092","0.0-159.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1159813.bmppp54_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","160","423092","0.0-160.0","","","","","","","","",""
"","2523.0999999940395","survey-likert","161","425616","0.0-161.0","","","","","","","{""judgement"":1}","[0]","1"
"","1695.0999999940395","survey-likert","162","427312","0.0-162.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","163","427313","0.0-163.0","","","","","","","","",""
"","null","html-keyboard-response","164","430317","0.0-164.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","165","433396","0.0-165.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1160049.bmppp90_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","166","436401","0.0-166.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","167","439546","0.0-167.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1160049.bmppp90_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","168","439547","0.0-168.0","","","","","","","","",""
"","3033.800000011921","survey-likert","169","442582","0.0-169.0","","","","","","","{""judgement"":1}","[0]","0"
"","1915","survey-likert","170","444498","0.0-170.0","","","","","","","{""confidence"":2}","[0]",""
"[{""page_index"":0,""viewing_time"":961.2999999821186},{""page_index"":1,""viewing_time"":671.1000000238419},{""page_index"":2,""viewing_time"":451.5}]","2084.0999999940395","instructions","171","446582","0.0-171.0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":398.09999999403954},{""page_index"":1,""viewing_time"":428.59999999403954},{""page_index"":2,""viewing_time"":492.90000000596046}]","1319.8999999761581","instructions","172","447903","0.0-172.0","","","","","","","","",""
"","","call-function","173","447903","0.0-173.0","","","","","","","","",""
"","null","html-keyboard-response","174","450908","0.0-174.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","175","453964","0.0-175.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1592254.bmppp95_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","176","456968","0.0-176.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","177","460047","0.0-177.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1592254.bmppp95_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","178","460048","0.0-178.0","","","","","","","","",""
"","2128.5999999940395","survey-likert","179","462178","0.0-179.0","","","","","","","{""judgement"":0}","[0]","1"
"","1542.199999988079","survey-likert","180","463722","0.0-180.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","181","463722","0.0-181.0","","","","","","","","",""
"","null","html-keyboard-response","182","466727","0.0-182.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
