,rt,responses,question_order,trial_type,trial_index,time_elapsed,internal_node_id,ID,view_history,key_press,stimulus,agent,condition,image,correct_answer,proportion_correct
451,1830.6799999999300,"{""judgement"":0}",[0],survey-likert,451,1199966,0.0-451.0,g7w9ueww,,,,,,,0.0,1
452,1516.2700000000200,"{""confidence"":2}",[0],survey-likert,452,1201483,0.0-452.0,g7w9ueww,,,,,,,,
453,,,,call-function,453,1201484,0.0-453.0,g7w9ueww,,,,,,,,
454,Nothing,,,html-keyboard-response,454,1202988,0.0-454.0,g7w9ueww,,Nothing,['Agent A'],,,,,
455,Nothing,,,video-keyboard-response,455,1206086,0.0-455.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592044.bmp_pp94_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
456,Nothing,,,html-keyboard-response,456,1207589,0.0-456.0,g7w9ueww,,Nothing,['Agent B'],,,,,
457,Nothing,,,video-keyboard-response,457,1210687,0.0-457.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592044.bmp_pp94_L2_V1.0_veridical_freeview_isoTrue.mp4,,
458,,,,call-function,458,1210688,0.0-458.0,g7w9ueww,,,,,,,,
459,2969.4199999999300,"{""judgement"":1}",[0],survey-likert,459,1213658,0.0-459.0,g7w9ueww,,,,,,,1.0,1
460,1420.994999999880,"{""confidence"":1}",[0],survey-likert,460,1215080,0.0-460.0,g7w9ueww,,,,,,,,
461,,,,call-function,461,1215080,0.0-461.0,g7w9ueww,,,,,,,,
462,Nothing,,,html-keyboard-response,462,1216583,0.0-462.0,g7w9ueww,,Nothing,['Agent A'],,,,,
463,Nothing,,,video-keyboard-response,463,1219686,0.0-463.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/713689.bmp_pp153_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
464,Nothing,,,html-keyboard-response,464,1221189,0.0-464.0,g7w9ueww,,Nothing,['Agent B'],,,,,
465,Nothing,,,video-keyboard-response,465,1224290,0.0-465.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/713689.bmp_pp153_L3_V1.0_veridical_freeview_isoTrue.mp4,,
466,,,,call-function,466,1224291,0.0-466.0,g7w9ueww,,,,,,,,
467,2337.7299999999800,"{""judgement"":1}",[0],survey-likert,467,1226629,0.0-467.0,g7w9ueww,,,,,,,1.0,1
468,1427.0049999998900,"{""confidence"":1}",[0],survey-likert,468,1228057,0.0-468.0,g7w9ueww,,,,,,,,
469,,,,call-function,469,1228058,0.0-469.0,g7w9ueww,,,,,,,,
470,Nothing,,,html-keyboard-response,470,1229563,0.0-470.0,g7w9ueww,,Nothing,['Agent A'],,,,,
471,Nothing,,,video-keyboard-response,471,1232633,0.0-471.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/713788.bmp_pp52_L1_V1.0_veridical_freeview_isoTrue.mp4,,
472,Nothing,,,html-keyboard-response,472,1234139,0.0-472.0,g7w9ueww,,Nothing,['Agent B'],,,,,
473,Nothing,,,video-keyboard-response,473,1237213,0.0-473.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/713788.bmp_pp52_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
474,,,,call-function,474,1237214,0.0-474.0,g7w9ueww,,,,,,,,
475,5282.370000000110,"{""judgement"":1}",[0],survey-likert,475,1242499,0.0-475.0,g7w9ueww,,,,,,,0.0,0
476,2353.809999999820,"{""confidence"":1}",[0],survey-likert,476,1244854,0.0-476.0,g7w9ueww,,,,,,,,
477,,,,call-function,477,1244855,0.0-477.0,g7w9ueww,,,,,,,,
478,Nothing,,,html-keyboard-response,478,1246358,0.0-478.0,g7w9ueww,,Nothing,['Agent A'],,,,,
479,Nothing,,,video-keyboard-response,479,1249432,0.0-479.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1592350.bmp_pp55_L3_V1.0_veridical_freeview_isoTrue.mp4,,
480,Nothing,,,html-keyboard-response,480,1250937,0.0-480.0,g7w9ueww,,Nothing,['Agent B'],,,,,
481,Nothing,,,video-keyboard-response,481,1254015,0.0-481.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1592350.bmp_pp55_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
482,,,,call-function,482,1254015,0.0-482.0,g7w9ueww,,,,,,,,
483,3107.089999999850,"{""judgement"":1}",[0],survey-likert,483,1257123,0.0-483.0,g7w9ueww,,,,,,,0.0,0
484,2276.975000000090,"{""confidence"":1}",[0],survey-likert,484,1259401,0.0-484.0,g7w9ueww,,,,,,,,
485,,,,call-function,485,1259402,0.0-485.0,g7w9ueww,,,,,,,,
486,Nothing,,,html-keyboard-response,486,1260907,0.0-486.0,g7w9ueww,,Nothing,['Agent A'],,,,,
487,Nothing,,,video-keyboard-response,487,1263982,0.0-487.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1592025.bmp_pp68_L1_V1.0_veridical_freeview_isoTrue.mp4,,
488,Nothing,,,html-keyboard-response,488,1265485,0.0-488.0,g7w9ueww,,Nothing,['Agent B'],,,,,
489,Nothing,,,video-keyboard-response,489,1268559,0.0-489.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1592025.bmp_pp68_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
490,,,,call-function,490,1268559,0.0-490.0,g7w9ueww,,,,,,,,
491,1719.2450000001100,"{""judgement"":0}",[0],survey-likert,491,1270279,0.0-491.0,g7w9ueww,,,,,,,0.0,1
492,1758.6499999999100,"{""confidence"":2}",[0],survey-likert,492,1272039,0.0-492.0,g7w9ueww,,,,,,,,
493,,,,call-function,493,1272040,0.0-493.0,g7w9ueww,,,,,,,,
494,Nothing,,,html-keyboard-response,494,1273544,0.0-494.0,g7w9ueww,,Nothing,['Agent A'],,,,,
495,Nothing,,,video-keyboard-response,495,1276643,0.0-495.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1159956.bmp_pp59_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
496,Nothing,,,html-keyboard-response,496,1278150,0.0-496.0,g7w9ueww,,Nothing,['Agent B'],,,,,
497,Nothing,,,video-keyboard-response,497,1281245,0.0-497.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1159956.bmp_pp59_L3_V1.0_veridical_freeview_isoTrue.mp4,,
498,,,,call-function,498,1281246,0.0-498.0,g7w9ueww,,,,,,,,
499,1819.3349999999600,"{""judgement"":1}",[0],survey-likert,499,1283066,0.0-499.0,g7w9ueww,,,,,,,1.0,1
500,1479.8300000000700,"{""confidence"":1}",[0],survey-likert,500,1284547,0.0-500.0,g7w9ueww,,,,,,,,
501,1966.0849999999600,,,instructions,501,1286513,0.0-501.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":1262.7050000000745},{""page_index"":1,""viewing_time"":477.5799999998417},{""page_index"":2,""viewing_time"":225.63000000012107}]",,,,,,,
502,1834.1149999999900,,,instructions,502,1288348,0.0-502.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":460.4899999999907},{""page_index"":1,""viewing_time"":747.5799999998417},{""page_index"":2,""viewing_time"":625.9350000000559}]",,,,,,,
503,,,,call-function,503,1288348,0.0-503.0,g7w9ueww,,,,,,,,
504,Nothing,,,html-keyboard-response,504,1289849,0.0-504.0,g7w9ueww,,Nothing,['Agent A'],,,,,
505,Nothing,,,video-keyboard-response,505,1292949,0.0-505.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592747.bmp_pp53_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
506,Nothing,,,html-keyboard-response,506,1294456,0.0-506.0,g7w9ueww,,Nothing,['Agent B'],,,,,
507,Nothing,,,video-keyboard-response,507,1297558,0.0-507.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592747.bmp_pp53_L2_V1.0_veridical_freeview_isoTrue.mp4,,
508,,,,call-function,508,1297558,0.0-508.0,g7w9ueww,,,,,,,,
509,1628.7700000000200,"{""judgement"":1}",[0],survey-likert,509,1299188,0.0-509.0,g7w9ueww,,,,,,,1.0,1
510,1989.505000000120,"{""confidence"":1}",[0],survey-likert,510,1301179,0.0-510.0,g7w9ueww,,,,,,,,
511,,,,call-function,511,1301179,0.0-511.0,g7w9ueww,,,,,,,,
512,Nothing,,,html-keyboard-response,512,1302681,0.0-512.0,g7w9ueww,,Nothing,['Agent A'],,,,,
513,Nothing,,,video-keyboard-response,513,1305744,0.0-513.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/61513.bmp_pp75_L1_V1.0_veridical_freeview_isoTrue.mp4,,
514,Nothing,,,html-keyboard-response,514,1307249,0.0-514.0,g7w9ueww,,Nothing,['Agent B'],,,,,
515,Nothing,,,video-keyboard-response,515,1310344,0.0-515.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/61513.bmp_pp75_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
516,,,,call-function,516,1310344,0.0-516.0,g7w9ueww,,,,,,,,
517,4868.560000000060,"{""judgement"":0}",[0],survey-likert,517,1315214,0.0-517.0,g7w9ueww,,,,,,,0.0,1
518,1922.5799999998400,"{""confidence"":1}",[0],survey-likert,518,1317138,0.0-518.0,g7w9ueww,,,,,,,,
519,,,,call-function,519,1317138,0.0-519.0,g7w9ueww,,,,,,,,
520,Nothing,,,html-keyboard-response,520,1318644,0.0-520.0,g7w9ueww,,Nothing,['Agent A'],,,,,
521,Nothing,,,video-keyboard-response,521,1321721,0.0-521.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/713770.bmp_pp89_L1_V1.0_veridical_freeview_isoTrue.mp4,,
522,Nothing,,,html-keyboard-response,522,1323223,0.0-522.0,g7w9ueww,,Nothing,['Agent B'],,,,,
523,Nothing,,,video-keyboard-response,523,1326299,0.0-523.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/713770.bmp_pp89_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
524,,,,call-function,524,1326299,0.0-524.0,g7w9ueww,,,,,,,,
525,1556.8649999999900,"{""judgement"":1}",[0],survey-likert,525,1327857,0.0-525.0,g7w9ueww,,,,,,,0.0,0
526,1339.9300000001700,"{""confidence"":1}",[0],survey-likert,526,1329198,0.0-526.0,g7w9ueww,,,,,,,,
527,,,,call-function,527,1329198,0.0-527.0,g7w9ueww,,,,,,,,
528,Nothing,,,html-keyboard-response,528,1330701,0.0-528.0,g7w9ueww,,Nothing,['Agent A'],,,,,
529,Nothing,,,video-keyboard-response,529,1333773,0.0-529.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1159329.bmp_pp61_L2_V1.0_veridical_freeview_isoTrue.mp4,,
530,Nothing,,,html-keyboard-response,530,1335277,0.0-530.0,g7w9ueww,,Nothing,['Agent B'],,,,,
531,Nothing,,,video-keyboard-response,531,1338349,0.0-531.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1159329.bmp_pp61_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
532,,,,call-function,532,1338350,0.0-532.0,g7w9ueww,,,,,,,,
533,1420.7399999999900,"{""judgement"":0}",[0],survey-likert,533,1339771,0.0-533.0,g7w9ueww,,,,,,,0.0,1
534,2110.804999999940,"{""confidence"":1}",[0],survey-likert,534,1341883,0.0-534.0,g7w9ueww,,,,,,,,
535,,,,call-function,535,1341884,0.0-535.0,g7w9ueww,,,,,,,,
536,Nothing,,,html-keyboard-response,536,1343390,0.0-536.0,g7w9ueww,,Nothing,['Agent A'],,,,,
537,Nothing,,,video-keyboard-response,537,1346487,0.0-537.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1591975.bmp_pp88_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
538,Nothing,,,html-keyboard-response,538,1347994,0.0-538.0,g7w9ueww,,Nothing,['Agent B'],,,,,
539,Nothing,,,video-keyboard-response,539,1351091,0.0-539.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1591975.bmp_pp88_L2_V1.0_veridical_freeview_isoTrue.mp4,,
540,,,,call-function,540,1351091,0.0-540.0,g7w9ueww,,,,,,,,
541,2363.429999999940,"{""judgement"":1}",[0],survey-likert,541,1353456,0.0-541.0,g7w9ueww,,,,,,,1.0,1
542,1119.6099999998700,"{""confidence"":1}",[0],survey-likert,542,1354577,0.0-542.0,g7w9ueww,,,,,,,,
543,,,,call-function,543,1354577,0.0-543.0,g7w9ueww,,,,,,,,
544,Nothing,,,html-keyboard-response,544,1356080,0.0-544.0,g7w9ueww,,Nothing,['Agent A'],,,,,
545,Nothing,,,video-keyboard-response,545,1359181,0.0-545.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/498326.bmp_pp57_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
546,Nothing,,,html-keyboard-response,546,1360687,0.0-546.0,g7w9ueww,,Nothing,['Agent B'],,,,,
547,Nothing,,,video-keyboard-response,547,1363785,0.0-547.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/498326.bmp_pp57_L1_V1.0_veridical_freeview_isoTrue.mp4,,
548,,,,call-function,548,1363785,0.0-548.0,g7w9ueww,,,,,,,,
549,2488.469999999970,"{""judgement"":1}",[0],survey-likert,549,1366275,0.0-549.0,g7w9ueww,,,,,,,1.0,1
550,1521.9150000000400,"{""confidence"":1}",[0],survey-likert,550,1367798,0.0-550.0,g7w9ueww,,,,,,,,
551,,,,call-function,551,1367798,0.0-551.0,g7w9ueww,,,,,,,,
552,Nothing,,,html-keyboard-response,552,1369300,0.0-552.0,g7w9ueww,,Nothing,['Agent A'],,,,,
553,Nothing,,,video-keyboard-response,553,1372389,0.0-553.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592951.bmp_pp80_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
554,Nothing,,,html-keyboard-response,554,1373894,0.0-554.0,g7w9ueww,,Nothing,['Agent B'],,,,,
555,Nothing,,,video-keyboard-response,555,1376978,0.0-555.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592951.bmp_pp80_L3_V1.0_veridical_freeview_isoTrue.mp4,,
556,,,,call-function,556,1376979,0.0-556.0,g7w9ueww,,,,,,,,
557,5709.72499999986,"{""judgement"":0}",[0],survey-likert,557,1382691,0.0-557.0,g7w9ueww,,,,,,,1.0,0
558,1377.7050000000700,"{""confidence"":0}",[0],survey-likert,558,1384071,0.0-558.0,g7w9ueww,,,,,,,,
559,,,,call-function,559,1384071,0.0-559.0,g7w9ueww,,,,,,,,
560,Nothing,,,html-keyboard-response,560,1385575,0.0-560.0,g7w9ueww,,Nothing,['Agent A'],,,,,
561,Nothing,,,video-keyboard-response,561,1388644,0.0-561.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1592129.bmp_pp153_L3_V1.0_veridical_freeview_isoTrue.mp4,,
562,Nothing,,,html-keyboard-response,562,1390149,0.0-562.0,g7w9ueww,,Nothing,['Agent B'],,,,,
563,Nothing,,,video-keyboard-response,563,1393218,0.0-563.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1592129.bmp_pp153_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
564,,,,call-function,564,1393219,0.0-564.0,g7w9ueww,,,,,,,,
565,2214.0250000001400,"{""judgement"":0}",[0],survey-likert,565,1395434,0.0-565.0,g7w9ueww,,,,,,,0.0,1
566,1136.2100000002000,"{""confidence"":1}",[0],survey-likert,566,1396571,0.0-566.0,g7w9ueww,,,,,,,,
567,,,,call-function,567,1396572,0.0-567.0,g7w9ueww,,,,,,,,
568,Nothing,,,html-keyboard-response,568,1398074,0.0-568.0,g7w9ueww,,Nothing,['Agent A'],,,,,
569,Nothing,,,video-keyboard-response,569,1401142,0.0-569.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/285932.bmp_pp64_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
570,Nothing,,,html-keyboard-response,570,1402645,0.0-570.0,g7w9ueww,,Nothing,['Agent B'],,,,,
571,Nothing,,,video-keyboard-response,571,1405741,0.0-571.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/285932.bmp_pp64_L1_V1.0_veridical_freeview_isoTrue.mp4,,
572,,,,call-function,572,1405741,0.0-572.0,g7w9ueww,,,,,,,,
573,2322.779999999800,"{""judgement"":1}",[0],survey-likert,573,1408065,0.0-573.0,g7w9ueww,,,,,,,1.0,1
574,1679.469999999970,"{""confidence"":1}",[0],survey-likert,574,1409746,0.0-574.0,g7w9ueww,,,,,,,,
575,,,,call-function,575,1409746,0.0-575.0,g7w9ueww,,,,,,,,
576,Nothing,,,html-keyboard-response,576,1411251,0.0-576.0,g7w9ueww,,Nothing,['Agent A'],,,,,
577,Nothing,,,video-keyboard-response,577,1414354,0.0-577.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1159874.bmp_pp96_L2_V1.0_veridical_freeview_isoTrue.mp4,,
578,Nothing,,,html-keyboard-response,578,1415859,0.0-578.0,g7w9ueww,,Nothing,['Agent B'],,,,,
579,Nothing,,,video-keyboard-response,579,1418960,0.0-579.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1159874.bmp_pp96_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
580,,,,call-function,580,1418961,0.0-580.0,g7w9ueww,,,,,,,,
581,1365.2949999999300,"{""judgement"":0}",[0],survey-likert,581,1420327,0.0-581.0,g7w9ueww,,,,,,,0.0,1
582,2015.780000000030,"{""confidence"":2}",[0],survey-likert,582,1422344,0.0-582.0,g7w9ueww,,,,,,,,
583,2501.820000000070,,,instructions,583,1424846,0.0-583.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":2501.6450000000186}]",,,,,,,
584,3140.399999999910,,,instructions,584,1427987,0.0-584.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":3140.2949999999255}]",,,,,,,
585,43600.12000000010,"{""post-1"":1}",[0],survey-likert,585,1471589,0.0-585.0,g7w9ueww,,,,,,,,
586,28762.79500000020,"{""post-1"":0}",[0],survey-likert,586,1500353,0.0-586.0,g7w9ueww,,,,,,,,
587,32510.595000000000,"{""post-2"":0}",[0],survey-likert,587,1532865,0.0-587.0,g7w9ueww,,,,,,,,
588,15071.780000000000,"{""post-2"":0}",[0],survey-likert,588,1547939,0.0-588.0,g7w9ueww,,,,,,,,
589,21036.514999999900,"{""post-3"":1}",[0],survey-likert,589,1568977,0.0-589.0,g7w9ueww,,,,,,,,
590,11928.34999999990,"{""post-3"":0}",[0],survey-likert,590,1580907,0.0-590.0,g7w9ueww,,,,,,,,
591,20995.425000000000,"{""post-4"":0}",[0],survey-likert,591,1601904,0.0-591.0,g7w9ueww,,,,,,,,
592,11422.830000000100,"{""post-4"":0}",[0],survey-likert,592,1613328,0.0-592.0,g7w9ueww,,,,,,,,
593,18147.110000000100,"{""post-5"":2}",[0],survey-likert,593,1631477,0.0-593.0,g7w9ueww,,,,,,,,
594,24242.430000000200,"{""post-5"":3}",[0],survey-likert,594,1655721,0.0-594.0,g7w9ueww,,,,,,,,
595,218090.06000000000,"{""Q0"":""I found that it was hard to differentiate between the human and non-human attentions. Consequently, I had a very low confidence level for almost all of my responses. Also, the attention sequences moved so fast that I missed some of the sequences entirely and had to guess. ""}",,survey-text,595,1873818,0.0-595.0,g7w9ueww,,,,,,,,
596,223639.8950000000,"{""Q0"":""I found it easy to follow the dots; however, most of the time, I wasn't sure what to do with the patterns I obtained. So, I tried to sense what eye movements would be natural for me when looking at something. The ones that seemed the most natural I deemed the human. ""}",,survey-text,596,2097463,0.0-596.0,g7w9ueww,,,,,,,,
597,46043.64999999990,"{""Q0"":""The dots moved so fast that I often lost track of them, or accidentally confused Agent A and Agent B when it came time to decide which was human. ""}",,survey-text,597,2143510,0.0-597.0,g7w9ueww,,,,,,,,
598,1966.1049999999800,,,instructions,598,2145477,0.0-598.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":1965.964999999851}]",,,,,,,
599,17138.744999999600,"{""Experimenter_end"":[""Printed ID# g7w9ueww on consent form"",""Given subject SONA credit or payment"",""Given the subject debrief form""]}",[0],survey-multi-select,599,2162618,0.0-599.0,g7w9ueww,,,,,,,,
