,rt,responses,question_order,trial_type,trial_index,time_elapsed,internal_node_id,ID,view_history,key_press,stimulus,agent,condition,image,correct_answer,proportion_correct
0,14336.055,"{""Experimenter"":[""Confirmed subject's identity"",""Confirmed normal or corrected-to-normal vision"",""Obtained consent (signature and date)"",""Checked the test room lighting"",""Checked computer screen lighting"",""Checked distance from screen to chin rest (50cm)"",""Cleaned and adjusted chin rest"",""Counterbalanced the order of the tasks"",""Opened the experiment in Firefox"",""Made the experiment full screen"",""Encouraged subject to silence phone, put away distractors, etc.""]}",[0],survey-multi-select,0,14344,0.0-0.0,g7w9ueww,,,,,,,,
1,169732.62,,,instructions,1,184079,0.0-1.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":169732.465}]",,,,,,,
2,13989.140000000000,,,instructions,2,198068,0.0-2.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":5775.924999999988},{""page_index"":1,""viewing_time"":1629.0350000000035},{""page_index"":2,""viewing_time"":6584.054999999993}]",,,,,,,
3,3005.375,,,instructions,3,201074,0.0-3.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":3005.2699999999895}]",,,,,,,
4,Nothing,,,video-keyboard-response,4,204150,0.0-4.0,g7w9ueww,,Nothing,,,,,,
5,13426.090000000000,,,instructions,5,217576,0.0-5.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":4455.985000000015},{""page_index"":1,""viewing_time"":2825.929999999993},{""page_index"":2,""viewing_time"":6144.070000000007}]",,,,,,,
6,3546.540000000010,,,instructions,6,221123,0.0-6.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":3546.4349999999977}]",,,,,,,
7,2011.7800000000000,,,instructions,7,223135,0.0-7.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":2011.5599999999977}]",,,,,,,
8,Nothing,,,video-keyboard-response,8,226214,0.0-8.0,g7w9ueww,,Nothing,,,,,,
9,17084.875,,,instructions,9,243299,0.0-9.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":1313.8249999999825},{""page_index"":1,""viewing_time"":4271.995000000024},{""page_index"":2,""viewing_time"":11498.919999999984}]",,,,,,,
10,4961.679999999990,,,instructions,10,248261,0.0-10.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":4961.559999999998}]",,,,,,,
11,,,,call-function,11,248262,0.0-11.0,g7w9ueww,,,,,,,,
12,Nothing,,,html-keyboard-response,12,249766,0.0-12.0,g7w9ueww,,Nothing,['Agent A'],,,,,
13,Nothing,,,video-keyboard-response,13,252836,0.0-13.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592567.bmp_pp70_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
14,Nothing,,,html-keyboard-response,14,254341,0.0-14.0,g7w9ueww,,Nothing,['Agent B'],,,,,
15,Nothing,,,video-keyboard-response,15,257411,0.0-15.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592567.bmp_pp70_L2_V1.0_veridical_freeview_isoTrue.mp4,,
16,,,,call-function,16,257411,0.0-16.0,g7w9ueww,,,,,,,,
17,10481.035000000000,"{""judgement"":0}",[0],survey-likert,17,267894,0.0-17.0,g7w9ueww,,,,,,,1.0,0
18,4173.885000000010,"{""confidence"":0}",[0],survey-likert,18,272069,0.0-18.0,g7w9ueww,,,,,,,,
19,,,,call-function,19,272069,0.0-19.0,g7w9ueww,,,,,,,,
20,Nothing,,,html-keyboard-response,20,273571,0.0-20.0,g7w9ueww,,Nothing,['Agent A'],,,,,
21,Nothing,,,video-keyboard-response,21,276649,0.0-21.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/285959.bmp_pp93_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
22,Nothing,,,html-keyboard-response,22,278150,0.0-22.0,g7w9ueww,,Nothing,['Agent B'],,,,,
23,Nothing,,,video-keyboard-response,23,281258,0.0-23.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/285959.bmp_pp93_L1_V1.0_veridical_freeview_isoTrue.mp4,,
24,,,,call-function,24,281258,0.0-24.0,g7w9ueww,,,,,,,,
25,3260.024999999970,"{""judgement"":0}",[0],survey-likert,25,284519,0.0-25.0,g7w9ueww,,,,,,,1.0,0
26,2058.5800000000200,"{""confidence"":1}",[0],survey-likert,26,286579,0.0-26.0,g7w9ueww,,,,,,,,
27,,,,call-function,27,286579,0.0-27.0,g7w9ueww,,,,,,,,
28,Nothing,,,html-keyboard-response,28,288081,0.0-28.0,g7w9ueww,,Nothing,['Agent A'],,,,,
29,Nothing,,,video-keyboard-response,29,291159,0.0-29.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592568.bmp_pp71_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
30,Nothing,,,html-keyboard-response,30,292666,0.0-30.0,g7w9ueww,,Nothing,['Agent B'],,,,,
31,Nothing,,,video-keyboard-response,31,295731,0.0-31.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592568.bmp_pp71_L1_V1.0_veridical_freeview_isoTrue.mp4,,
32,,,,call-function,32,295732,0.0-32.0,g7w9ueww,,,,,,,,
33,3907.1350000000100,"{""judgement"":0}",[0],survey-likert,33,299640,0.0-33.0,g7w9ueww,,,,,,,1.0,0
34,3531.945000000010,"{""confidence"":2}",[0],survey-likert,34,303173,0.0-34.0,g7w9ueww,,,,,,,,
35,,,,call-function,35,303173,0.0-35.0,g7w9ueww,,,,,,,,
36,Nothing,,,html-keyboard-response,36,304674,0.0-36.0,g7w9ueww,,Nothing,['Agent A'],,,,,
37,Nothing,,,video-keyboard-response,37,307775,0.0-37.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/107955.bmp_pp90_L2_V1.0_veridical_freeview_isoTrue.mp4,,
38,Nothing,,,html-keyboard-response,38,309277,0.0-38.0,g7w9ueww,,Nothing,['Agent B'],,,,,
39,Nothing,,,video-keyboard-response,39,312334,0.0-39.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/107955.bmp_pp90_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
40,,,,call-function,40,312334,0.0-40.0,g7w9ueww,,,,,,,,
41,3086.570000000010,"{""judgement"":1}",[0],survey-likert,41,315422,0.0-41.0,g7w9ueww,,,,,,,0.0,0
42,2237.015000000010,"{""confidence"":1}",[0],survey-likert,42,317660,0.0-42.0,g7w9ueww,,,,,,,,
43,,,,call-function,43,317660,0.0-43.0,g7w9ueww,,,,,,,,
44,Nothing,,,html-keyboard-response,44,319163,0.0-44.0,g7w9ueww,,Nothing,['Agent A'],,,,,
45,Nothing,,,video-keyboard-response,45,322229,0.0-45.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1592314.bmp_pp100_L3_V1.0_veridical_freeview_isoTrue.mp4,,
46,Nothing,,,html-keyboard-response,46,323735,0.0-46.0,g7w9ueww,,Nothing,['Agent B'],,,,,
47,Nothing,,,video-keyboard-response,47,326801,0.0-47.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1592314.bmp_pp100_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
48,,,,call-function,48,326802,0.0-48.0,g7w9ueww,,,,,,,,
49,5123.575000000010,"{""judgement"":0}",[0],survey-likert,49,331927,0.0-49.0,g7w9ueww,,,,,,,0.0,1
50,1280.1149999999900,"{""confidence"":0}",[0],survey-likert,50,333209,0.0-50.0,g7w9ueww,,,,,,,,
51,,,,call-function,51,333210,0.0-51.0,g7w9ueww,,,,,,,,
52,Nothing,,,html-keyboard-response,52,334714,0.0-52.0,g7w9ueww,,Nothing,['Agent A'],,,,,
53,Nothing,,,video-keyboard-response,53,337792,0.0-53.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1159592.bmp_pp91_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
54,Nothing,,,html-keyboard-response,54,339297,0.0-54.0,g7w9ueww,,Nothing,['Agent B'],,,,,
55,Nothing,,,video-keyboard-response,55,342376,0.0-55.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1159592.bmp_pp91_L3_V1.0_veridical_freeview_isoTrue.mp4,,
56,,,,call-function,56,342376,0.0-56.0,g7w9ueww,,,,,,,,
57,3944.875,"{""judgement"":1}",[0],survey-likert,57,346322,0.0-57.0,g7w9ueww,,,,,,,1.0,1
58,2454.045000000040,"{""confidence"":1}",[0],survey-likert,58,348777,0.0-58.0,g7w9ueww,,,,,,,,
59,,,,call-function,59,348777,0.0-59.0,g7w9ueww,,,,,,,,
60,Nothing,,,html-keyboard-response,60,350282,0.0-60.0,g7w9ueww,,Nothing,['Agent A'],,,,,
61,Nothing,,,video-keyboard-response,61,353358,0.0-61.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1591781.bmp_pp63_L1_V1.0_veridical_freeview_isoTrue.mp4,,
62,Nothing,,,html-keyboard-response,62,354865,0.0-62.0,g7w9ueww,,Nothing,['Agent B'],,,,,
63,Nothing,,,video-keyboard-response,63,357946,0.0-63.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1591781.bmp_pp63_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
64,,,,call-function,64,357947,0.0-64.0,g7w9ueww,,,,,,,,
65,3008.2849999999700,"{""judgement"":1}",[0],survey-likert,65,360956,0.0-65.0,g7w9ueww,,,,,,,0.0,0
66,1887.7050000000200,"{""confidence"":1}",[0],survey-likert,66,362844,0.0-66.0,g7w9ueww,,,,,,,,
67,,,,call-function,67,362845,0.0-67.0,g7w9ueww,,,,,,,,
68,Nothing,,,html-keyboard-response,68,364348,0.0-68.0,g7w9ueww,,Nothing,['Agent A'],,,,,
69,Nothing,,,video-keyboard-response,69,367455,0.0-69.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/713790.bmp_pp100_L3_V1_veridical_freeview_isoTrue.mp4,,
70,Nothing,,,html-keyboard-response,70,368957,0.0-70.0,g7w9ueww,,Nothing,['Agent B'],,,,,
71,Nothing,,,video-keyboard-response,71,372067,0.0-71.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/713790.bmp_pp100_L3_V1_scrambled_freeview_isoTrue.mp4,,
72,,,,call-function,72,372067,0.0-72.0,g7w9ueww,,,,,,,,
73,8003.429999999990,"{""judgement"":0}",[0],survey-likert,73,380072,0.0-73.0,g7w9ueww,,,,,,,0.0,1
74,1277.5699999999500,"{""confidence"":1}",[0],survey-likert,74,381350,0.0-74.0,g7w9ueww,,,,,,,,
75,,,,call-function,75,381350,0.0-75.0,g7w9ueww,,,,,,,,
76,Nothing,,,html-keyboard-response,76,382856,0.0-76.0,g7w9ueww,,Nothing,['Agent A'],,,,,
77,Nothing,,,video-keyboard-response,77,385953,0.0-77.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592038.bmp_pp79_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
78,Nothing,,,html-keyboard-response,78,387458,0.0-78.0,g7w9ueww,,Nothing,['Agent B'],,,,,
79,Nothing,,,video-keyboard-response,79,390554,0.0-79.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592038.bmp_pp79_L2_V1.0_veridical_freeview_isoTrue.mp4,,
80,,,,call-function,80,390554,0.0-80.0,g7w9ueww,,,,,,,,
81,4346.865000000050,"{""judgement"":1}",[0],survey-likert,81,394902,0.0-81.0,g7w9ueww,,,,,,,1.0,1
82,3555.3400000000300,"{""confidence"":2}",[0],survey-likert,82,398458,0.0-82.0,g7w9ueww,,,,,,,,
83,,,,call-function,83,398458,0.0-83.0,g7w9ueww,,,,,,,,
84,Nothing,,,html-keyboard-response,84,399960,0.0-84.0,g7w9ueww,,Nothing,['Agent A'],,,,,
85,Nothing,,,video-keyboard-response,85,403029,0.0-85.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1592857.bmp_pp52_L1_V1_veridical_freeview_isoTrue.mp4,,
86,Nothing,,,html-keyboard-response,86,404532,0.0-86.0,g7w9ueww,,Nothing,['Agent B'],,,,,
87,Nothing,,,video-keyboard-response,87,407603,0.0-87.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1592857.bmp_pp52_L1_V1_scrambled_freeview_isoTrue.mp4,,
88,,,,call-function,88,407603,0.0-88.0,g7w9ueww,,,,,,,,
89,2937.2999999999900,"{""judgement"":1}",[0],survey-likert,89,410541,0.0-89.0,g7w9ueww,,,,,,,0.0,0
90,2807.8000000000500,"{""confidence"":2}",[0],survey-likert,90,413350,0.0-90.0,g7w9ueww,,,,,,,,
91,5101.465000000030,,,instructions,91,418452,0.0-91.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":1612.070000000007},{""page_index"":1,""viewing_time"":1805.024999999965},{""page_index"":2,""viewing_time"":1684.0800000000163}]",,,,,,,
92,5187.399999999970,,,instructions,92,423640,0.0-92.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":907.3499999999767},{""page_index"":1,""viewing_time"":3214.2750000000233},{""page_index"":2,""viewing_time"":1065.664999999979}]",,,,,,,
93,,,,call-function,93,423640,0.0-93.0,g7w9ueww,,,,,,,,
94,Nothing,,,html-keyboard-response,94,425146,0.0-94.0,g7w9ueww,,Nothing,['Agent A'],,,,,
95,Nothing,,,video-keyboard-response,95,428217,0.0-95.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/150463.bmp_pp55_L3_V1.0_veridical_freeview_isoTrue.mp4,,
96,Nothing,,,html-keyboard-response,96,429722,0.0-96.0,g7w9ueww,,Nothing,['Agent B'],,,,,
97,Nothing,,,video-keyboard-response,97,432795,0.0-97.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/150463.bmp_pp55_L3_V1.0_scrambled_freeview_isoTrue.mp4,,
98,,,,call-function,98,432795,0.0-98.0,g7w9ueww,,,,,,,,
99,2740.5899999999700,"{""judgement"":0}",[0],survey-likert,99,435536,0.0-99.0,g7w9ueww,,,,,,,0.0,1
100,2358.8800000000000,"{""confidence"":1}",[0],survey-likert,100,437896,0.0-100.0,g7w9ueww,,,,,,,,
101,,,,call-function,101,437897,0.0-101.0,g7w9ueww,,,,,,,,
102,Nothing,,,html-keyboard-response,102,439403,0.0-102.0,g7w9ueww,,Nothing,['Agent A'],,,,,
103,Nothing,,,video-keyboard-response,103,442466,0.0-103.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/498396.bmp_pp99_L2_V1.0_veridical_freeview_isoTrue.mp4,,
104,Nothing,,,html-keyboard-response,104,443970,0.0-104.0,g7w9ueww,,Nothing,['Agent B'],,,,,
105,Nothing,,,video-keyboard-response,105,447074,0.0-105.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/498396.bmp_pp99_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
106,,,,call-function,106,447074,0.0-106.0,g7w9ueww,,,,,,,,
107,1861.7200000000300,"{""judgement"":1}",[0],survey-likert,107,448937,0.0-107.0,g7w9ueww,,,,,,,0.0,0
108,1464.25,"{""confidence"":1}",[0],survey-likert,108,450403,0.0-108.0,g7w9ueww,,,,,,,,
109,,,,call-function,109,450404,0.0-109.0,g7w9ueww,,,,,,,,
110,Nothing,,,html-keyboard-response,110,451908,0.0-110.0,g7w9ueww,,Nothing,['Agent A'],,,,,
111,Nothing,,,video-keyboard-response,111,454984,0.0-111.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/285946.bmp_pp79_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
112,Nothing,,,html-keyboard-response,112,456491,0.0-112.0,g7w9ueww,,Nothing,['Agent B'],,,,,
113,Nothing,,,video-keyboard-response,113,459565,0.0-113.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/285946.bmp_pp79_L2_V1.0_veridical_freeview_isoTrue.mp4,,
114,,,,call-function,114,459565,0.0-114.0,g7w9ueww,,,,,,,,
115,2360.4800000000400,"{""judgement"":1}",[0],survey-likert,115,461927,0.0-115.0,g7w9ueww,,,,,,,1.0,1
116,2298.289999999980,"{""confidence"":1}",[0],survey-likert,116,464226,0.0-116.0,g7w9ueww,,,,,,,,
117,,,,call-function,117,464227,0.0-117.0,g7w9ueww,,,,,,,,
118,Nothing,,,html-keyboard-response,118,465728,0.0-118.0,g7w9ueww,,Nothing,['Agent A'],,,,,
119,Nothing,,,video-keyboard-response,119,468802,0.0-119.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/498258.bmp_pp51_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
120,Nothing,,,html-keyboard-response,120,470304,0.0-120.0,g7w9ueww,,Nothing,['Agent B'],,,,,
121,Nothing,,,video-keyboard-response,121,473375,0.0-121.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/498258.bmp_pp51_L1_V1.0_veridical_freeview_isoTrue.mp4,,
122,,,,call-function,122,473375,0.0-122.0,g7w9ueww,,,,,,,,
123,1973.5250000000200,"{""judgement"":1}",[0],survey-likert,123,475349,0.0-123.0,g7w9ueww,,,,,,,1.0,1
124,1843.1900000000000,"{""confidence"":1}",[0],survey-likert,124,477193,0.0-124.0,g7w9ueww,,,,,,,,
125,,,,call-function,125,477194,0.0-125.0,g7w9ueww,,,,,,,,
126,Nothing,,,html-keyboard-response,126,478698,0.0-126.0,g7w9ueww,,Nothing,['Agent A'],,,,,
127,Nothing,,,video-keyboard-response,127,481800,0.0-127.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/713920.bmp_pp76_L1_V1.0_veridical_freeview_isoTrue.mp4,,
128,Nothing,,,html-keyboard-response,128,483308,0.0-128.0,g7w9ueww,,Nothing,['Agent B'],,,,,
129,Nothing,,,video-keyboard-response,129,486411,0.0-129.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/713920.bmp_pp76_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
130,,,,call-function,130,486411,0.0-130.0,g7w9ueww,,,,,,,,
131,3045.3100000000000,"{""judgement"":0}",[0],survey-likert,131,489457,0.0-131.0,g7w9ueww,,,,,,,0.0,1
132,2010.9700000000300,"{""confidence"":1}",[0],survey-likert,132,491470,0.0-132.0,g7w9ueww,,,,,,,,
133,,,,call-function,133,491470,0.0-133.0,g7w9ueww,,,,,,,,
134,Nothing,,,html-keyboard-response,134,492976,0.0-134.0,g7w9ueww,,Nothing,['Agent A'],,,,,
135,Nothing,,,video-keyboard-response,135,496080,0.0-135.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/713858.bmp_pp57_L1_V1.0_veridical_freeview_isoTrue.mp4,,
136,Nothing,,,html-keyboard-response,136,497586,0.0-136.0,g7w9ueww,,Nothing,['Agent B'],,,,,
137,Nothing,,,video-keyboard-response,137,500688,0.0-137.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/713858.bmp_pp57_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
138,,,,call-function,138,500689,0.0-138.0,g7w9ueww,,,,,,,,
139,1777.405000000030,"{""judgement"":0}",[0],survey-likert,139,502467,0.0-139.0,g7w9ueww,,,,,,,0.0,1
140,3592.1149999999900,"{""confidence"":1}",[0],survey-likert,140,506060,0.0-140.0,g7w9ueww,,,,,,,,
141,,,,call-function,141,506060,0.0-141.0,g7w9ueww,,,,,,,,
142,Nothing,,,html-keyboard-response,142,507566,0.0-142.0,g7w9ueww,,Nothing,['Agent A'],,,,,
143,Nothing,,,video-keyboard-response,143,510662,0.0-143.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/1159973.bmp_pp98_L1_V1.0_veridical_freeview_isoTrue.mp4,,
144,Nothing,,,html-keyboard-response,144,512164,0.0-144.0,g7w9ueww,,Nothing,['Agent B'],,,,,
145,Nothing,,,video-keyboard-response,145,515263,0.0-145.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/1159973.bmp_pp98_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
146,,,,call-function,146,515263,0.0-146.0,g7w9ueww,,,,,,,,
147,2809.8800000000000,"{""judgement"":0}",[0],survey-likert,147,518074,0.0-147.0,g7w9ueww,,,,,,,0.0,1
148,1593.655000000030,"{""confidence"":1}",[0],survey-likert,148,519669,0.0-148.0,g7w9ueww,,,,,,,,
149,,,,call-function,149,519669,0.0-149.0,g7w9ueww,,,,,,,,
150,Nothing,,,html-keyboard-response,150,521172,0.0-150.0,g7w9ueww,,Nothing,['Agent A'],,,,,
151,Nothing,,,video-keyboard-response,151,524244,0.0-151.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1159860.bmp_pp152_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
152,Nothing,,,html-keyboard-response,152,525749,0.0-152.0,g7w9ueww,,Nothing,['Agent B'],,,,,
153,Nothing,,,video-keyboard-response,153,528820,0.0-153.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1159860.bmp_pp152_L2_V1.0_veridical_freeview_isoTrue.mp4,,
154,,,,call-function,154,528820,0.0-154.0,g7w9ueww,,,,,,,,
155,2184.8349999999600,"{""judgement"":1}",[0],survey-likert,155,531006,0.0-155.0,g7w9ueww,,,,,,,1.0,1
156,1517.9349999999400,"{""confidence"":1}",[0],survey-likert,156,532525,0.0-156.0,g7w9ueww,,,,,,,,
157,,,,call-function,157,532525,0.0-157.0,g7w9ueww,,,,,,,,
158,Nothing,,,html-keyboard-response,158,534027,0.0-158.0,g7w9ueww,,Nothing,['Agent A'],,,,,
159,Nothing,,,video-keyboard-response,159,537099,0.0-159.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1160189.bmp_pp64_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
160,Nothing,,,html-keyboard-response,160,538603,0.0-160.0,g7w9ueww,,Nothing,['Agent B'],,,,,
161,Nothing,,,video-keyboard-response,161,541674,0.0-161.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1160189.bmp_pp64_L1_V1.0_veridical_freeview_isoTrue.mp4,,
162,,,,call-function,162,541674,0.0-162.0,g7w9ueww,,,,,,,,
163,21632.995000000000,"{""judgement"":0}",[0],survey-likert,163,563308,0.0-163.0,g7w9ueww,,,,,,,1.0,0
164,1792.045000000040,"{""confidence"":0}",[0],survey-likert,164,565101,0.0-164.0,g7w9ueww,,,,,,,,
165,,,,call-function,165,565101,0.0-165.0,g7w9ueww,,,,,,,,
166,Nothing,,,html-keyboard-response,166,566604,0.0-166.0,g7w9ueww,,Nothing,['Agent A'],,,,,
167,Nothing,,,video-keyboard-response,167,569705,0.0-167.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/713633.bmp_pp58_L1_V1.0_veridical_freeview_isoTrue.mp4,,
168,Nothing,,,html-keyboard-response,168,571208,0.0-168.0,g7w9ueww,,Nothing,['Agent B'],,,,,
169,Nothing,,,video-keyboard-response,169,574311,0.0-169.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/713633.bmp_pp58_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
170,,,,call-function,170,574311,0.0-170.0,g7w9ueww,,,,,,,,
171,1760.390000000010,"{""judgement"":0}",[0],survey-likert,171,576073,0.0-171.0,g7w9ueww,,,,,,,0.0,1
172,2913.0250000000200,"{""confidence"":2}",[0],survey-likert,172,578987,0.0-172.0,g7w9ueww,,,,,,,,
173,25319.11500000000,,,instructions,173,604307,0.0-173.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":22279.97000000009},{""page_index"":1,""viewing_time"":1280},{""page_index"":2,""viewing_time"":1758.9399999999441}]",,,,,,,
174,4061.780000000030,,,instructions,174,608369,0.0-174.0,g7w9ueww,"[{""page_index"":0,""viewing_time"":790.8800000000047},{""page_index"":1,""viewing_time"":2447.8850000000093},{""page_index"":2,""viewing_time"":822.9100000000326}]",,,,,,,
175,,,,call-function,175,608370,0.0-175.0,g7w9ueww,,,,,,,,
176,Nothing,,,html-keyboard-response,176,609877,0.0-176.0,g7w9ueww,,Nothing,['Agent A'],,,,,
177,Nothing,,,video-keyboard-response,177,612944,0.0-177.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1592047.bmp_pp51_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
178,Nothing,,,html-keyboard-response,178,614449,0.0-178.0,g7w9ueww,,Nothing,['Agent B'],,,,,
179,Nothing,,,video-keyboard-response,179,617517,0.0-179.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1592047.bmp_pp51_L1_V1.0_veridical_freeview_isoTrue.mp4,,
180,,,,call-function,180,617517,0.0-180.0,g7w9ueww,,,,,,,,
181,3154.405000000030,"{""judgement"":0}",[0],survey-likert,181,620673,0.0-181.0,g7w9ueww,,,,,,,1.0,0
182,2155.045000000040,"{""confidence"":2}",[0],survey-likert,182,622829,0.0-182.0,g7w9ueww,,,,,,,,
183,,,,call-function,183,622829,0.0-183.0,g7w9ueww,,,,,,,,
184,Nothing,,,html-keyboard-response,184,624333,0.0-184.0,g7w9ueww,,Nothing,['Agent A'],,,,,
185,Nothing,,,video-keyboard-response,185,627406,0.0-185.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1159819.bmp_pp151_L1_V1.0_scrambled_freeview_isoTrue.mp4,,
186,Nothing,,,html-keyboard-response,186,628912,0.0-186.0,g7w9ueww,,Nothing,['Agent B'],,,,,
187,Nothing,,,video-keyboard-response,187,631987,0.0-187.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1159819.bmp_pp151_L1_V1.0_veridical_freeview_isoTrue.mp4,,
188,,,,call-function,188,631987,0.0-188.0,g7w9ueww,,,,,,,,
189,2033.390000000010,"{""judgement"":1}",[0],survey-likert,189,634022,0.0-189.0,g7w9ueww,,,,,,,1.0,1
190,2955.2600000000100,"{""confidence"":1}",[0],survey-likert,190,636978,0.0-190.0,g7w9ueww,,,,,,,,
191,,,,call-function,191,636978,0.0-191.0,g7w9ueww,,,,,,,,
192,Nothing,,,html-keyboard-response,192,638483,0.0-192.0,g7w9ueww,,Nothing,['Agent A'],,,,,
193,Nothing,,,video-keyboard-response,193,641582,0.0-193.0,g7w9ueww,,Nothing,,Agent A,scrambled,STIM_SET_2/1160247.bmp_pp54_L2_V1.0_scrambled_freeview_isoTrue.mp4,,
194,Nothing,,,html-keyboard-response,194,643087,0.0-194.0,g7w9ueww,,Nothing,['Agent B'],,,,,
195,Nothing,,,video-keyboard-response,195,646190,0.0-195.0,g7w9ueww,,Nothing,,Agent B,veridical,STIM_SET_2/1160247.bmp_pp54_L2_V1.0_veridical_freeview_isoTrue.mp4,,
196,,,,call-function,196,646190,0.0-196.0,g7w9ueww,,,,,,,,
197,11525.130000000000,"{""judgement"":1}",[0],survey-likert,197,657716,0.0-197.0,g7w9ueww,,,,,,,1.0,1
198,2656.344999999970,"{""confidence"":1}",[0],survey-likert,198,660374,0.0-198.0,g7w9ueww,,,,,,,,
199,,,,call-function,199,660374,0.0-199.0,g7w9ueww,,,,,,,,
200,Nothing,,,html-keyboard-response,200,661877,0.0-200.0,g7w9ueww,,Nothing,['Agent A'],,,,,
201,Nothing,,,video-keyboard-response,201,664978,0.0-201.0,g7w9ueww,,Nothing,,Agent A,veridical,STIM_SET_2/498372.bmp_pp95_L2_V1_veridical_freeview_isoTrue.mp4,,
202,Nothing,,,html-keyboard-response,202,666481,0.0-202.0,g7w9ueww,,Nothing,['Agent B'],,,,,
203,Nothing,,,video-keyboard-response,203,669586,0.0-203.0,g7w9ueww,,Nothing,,Agent B,scrambled,STIM_SET_2/498372.bmp_pp95_L2_V1_scrambled_freeview_isoTrue.mp4,,
